id,type,medleydb_id,license,genre,instrument,audio_path,key,tempo,CE,CU,PC,PQ
ad23841f-8615-41bf-b2eb-1a932d490aed,all_instrument,BigTroubles_Phantom,cc-by-nc-sa,['rock'],['electric bass' 'drum set' 'distorted electric guitar'],ad23841f-8615-41bf-b2eb-1a932d490aed.wav,['A major'],['122bpm' 'Dynamic'],6.692088603973389,7.172606945037842,6.539318084716797,6.919990539550781
8ab8119e-d5a6-46a0-96ca-b92e704b65eb,all_instrument,CassandraJenkins_PerfectDay,cc-by-nc-sa,['pop'],"['acoustic guitar' 'drum set' 'string section' 'horn section'
 'electric bass' 'piano' 'synthesizer']",8ab8119e-d5a6-46a0-96ca-b92e704b65eb.wav,['G major'],['174bpm' 'Rapid'],7.847844123840332,8.129393577575684,5.038731575012207,8.087238311767578
8dacb11f-b3a9-4d75-b556-ffd8260d45f1,all_instrument,MusicDelta_Punk,cc-by-nc-sa,['rock'],['electric bass' 'drum set' 'distorted electric guitar'],8dacb11f-b3a9-4d75-b556-ffd8260d45f1.wav,['G major'],['150bpm' 'Brisk and Lively'],6.57904577255249,7.301851272583008,6.427923679351807,6.999161720275879
b61a386b-72cd-4880-b694-235d6a9509e9,all_instrument,MusicDelta_Reggae,cc-by-nc-sa,['rock'],['electric bass' 'drum set' 'clean electric guitar'],b61a386b-72cd-4880-b694-235d6a9509e9.wav,['G major'],['110bpm' 'Moderate'],7.456092834472656,7.852199077606201,5.495508193969727,7.021488189697266
e5a39928-d6ee-4bae-bacf-f6bcccb9a23b,all_instrument,MusicDelta_Rock,cc-by-nc-sa,['rock'],['electric bass' 'drum set' 'clean electric guitar'],e5a39928-d6ee-4bae-bacf-f6bcccb9a23b.wav,['E minor'],['110bpm' 'Standard'],7.769035816192627,8.21950912475586,6.137945175170898,7.944344520568848
55c77f01-cf36-4559-817a-d6649c249bb1,all_instrument,MusicDelta_Rockabilly,cc-by-nc-sa,['rock'],"['electric bass' 'drum set' 'clean electric guitar'
 'distorted electric guitar']",55c77f01-cf36-4559-817a-d6649c249bb1.wav,['G major'],['110bpm' 'Medium'],7.618220806121826,8.176192283630371,5.557412147521973,7.630364894866943
dfc4e80e-6277-49a0-a7c4-97805f05e324,all_instrument,MusicDelta_Shadows,cc-by-nc-sa,['rock'],['electric bass' 'drum set' 'clean electric guitar'],dfc4e80e-6277-49a0-a7c4-97805f05e324.wav,['G minor'],['110bpm' 'Medium'],7.415987491607666,7.487891674041748,5.857753753662109,7.315005779266357
b927c74a-6a75-42e7-93fb-9a8ccb420bc1,all_instrument,MusicDelta_SpeedMetal,cc-by-nc-sa,['rock'],['electric bass' 'drum set' 'distorted electric guitar'],b927c74a-6a75-42e7-93fb-9a8ccb420bc1.wav,['G minor'],['110bpm' 'Medium'],6.9975104331970215,7.651129722595215,6.291965961456299,7.1456451416015625
896da6d3-0545-4e11-9f39-243264f8bea1,all_instrument,MusicDelta_SwingJazz,cc-by-nc-sa,['jazz'],['drum set' 'piano' 'double bass' 'clarinet'],896da6d3-0545-4e11-9f39-243264f8bea1.wav,['G major'],['110bpm' 'Regular'],8.127227783203125,8.22991943359375,5.556448936462402,8.085497856140137
76bba433-2c96-4dde-8c61-253c374fad5a,all_instrument,MusicDelta_Vivaldi,cc-by-nc-sa,['classical'],['cello' 'violin section' 'double bass' 'viola section'],76bba433-2c96-4dde-8c61-253c374fad5a.wav,['G major'],['110bpm' 'Standard'],7.859925270080566,8.296455383300781,5.2464704513549805,8.036479949951172
6d8cbc2a-5340-4e72-94e6-b590519eae30,all_instrument,MusicDelta_Zeppelin,cc-by-nc-sa,['rock'],['electric bass' 'drum set' 'distorted electric guitar'],6d8cbc2a-5340-4e72-94e6-b590519eae30.wav,['G major'],['54bpm' 'Very Slow'],6.513786792755127,5.748568058013916,6.131646156311035,5.362220287322998
4b796025-4c38-470e-ac7b-0a3ab44f5b1f,all_instrument,MutualBenefit_NotForNothing,cc-by-nc-sa,['singer/songwriter'],"['violin' 'drum set' 'acoustic guitar' 'electric bass' 'violin section'
 'piano']",4b796025-4c38-470e-ac7b-0a3ab44f5b1f.wav,['C major'],['124bpm' 'Energetic'],7.669029235839844,8.075913429260254,5.446249961853027,7.879971981048584
c2c318fd-01cb-44d9-8d44-aea04f6a85e0,all_instrument,NightPanther_Fire,cc-by-nc-sa,['pop'],"['drum set' 'brass section' 'string section' 'drum machine'
 'auxiliary percussion' 'electric bass' 'synthesizer']",c2c318fd-01cb-44d9-8d44-aea04f6a85e0.wav,['F# major'],['92bpm' 'Moderately slow'],6.906700611114502,8.100229263305664,5.393133163452148,7.938464164733887
532914fc-dc95-4a6c-8349-c54e1f4a7906,all_instrument,PatternIsMovement_SaveMe,cc-by-nc-sa,['electronic/fusion'],['drum set' 'electronic organ'],532914fc-dc95-4a6c-8349-c54e1f4a7906.wav,['F# major'],['80bpm' 'Comfortable'],4.548696517944336,6.528623580932617,2.284813404083252,6.421037673950195
5c8de2ac-e8d4-4a2a-a555-33d3b04ab597,all_instrument,PeterMatthewBauer_YouAlwaysLookForSomeoneLost,cc-by-nc-sa,['singer/songwriter'],"['acoustic guitar' 'drum set' 'auxiliary percussion' 'electric bass'
 'piano']",5c8de2ac-e8d4-4a2a-a555-33d3b04ab597.wav,['C major'],['106bpm' 'Moderate'],7.28056001663208,7.5358757972717285,5.439080715179443,7.646196365356445
3516baa0-5996-4bcd-b794-8397c259d5bc,all_instrument,Phoenix_BrokenPledgeChicagoReel,cc-by-nc-sa,['world/folk'],['violin' 'flute' 'acoustic guitar'],3516baa0-5996-4bcd-b794-8397c259d5bc.wav,['G major'],['109bpm' 'Moderate'],8.02780818939209,8.08443546295166,5.503134250640869,7.621161460876465
fda6b5e5-2e3b-4f39-a765-1e3f4f6f0747,all_instrument,Phoenix_ColliersDaughter,cc-by-nc-sa,['world/folk'],['violin' 'acoustic guitar' 'electric bass' 'flute' 'main system'],fda6b5e5-2e3b-4f39-a765-1e3f4f6f0747.wav,['F major'],['107bpm' 'Standard'],7.836790561676025,7.851797103881836,5.402339935302734,7.585226535797119
6dea6f4b-aba1-4812-9c10-f79685dd3a8a,all_instrument,Phoenix_ElzicsFarewell,cc-by-nc-sa,['world/folk'],['violin' 'acoustic guitar' 'mandolin' 'main system'],6dea6f4b-aba1-4812-9c10-f79685dd3a8a.wav,['A minor'],['114bpm' 'Medium'],7.12541389465332,7.68231725692749,5.258610248565674,7.255277156829834
d1ab8ef3-bee9-4504-8466-71859a406851,all_instrument,Phoenix_LarkOnTheStrandDrummondCastle,cc-by-nc-sa,['world/folk'],['violin' 'flute' 'acoustic guitar' 'main system'],d1ab8ef3-bee9-4504-8466-71859a406851.wav,['G major'],['104bpm' 'Standard'],7.59623384475708,7.942464351654053,4.7544636726379395,7.490954399108887
c0cecc23-4572-465c-91de-16183a23547f,all_instrument,JoelHelander_ExcessiveResistancetoChange,cc-by-nc-sa,['classical'],"['violin' 'french horn' 'drum set' 'acoustic guitar' 'double bass'
 'clarinet' 'auxiliary percussion' 'horn section' 'violin section' 'piano'
 'bassoon' 'tack piano']",c0cecc23-4572-465c-91de-16183a23547f.wav,['A major'],['114bpm' 'Standard'],7.73021125793457,8.077396392822266,6.052224159240723,8.010406494140625
d3e879e0-0b00-4ee8-a267-3c2407535811,all_instrument,JoelHelander_IntheAtticBedroom,cc-by-nc-sa,['classical'],['violin' 'main system' 'cello' 'viola'],d3e879e0-0b00-4ee8-a267-3c2407535811.wav,['G major'],['85bpm' 'Walking Speed'],6.320608139038086,7.362738132476807,3.64469575881958,7.415094375610352
0fbf1536-60eb-4549-9673-cb8bedf4487c,all_instrument,Karachacha_Volamos,cc-by-nc-sa,['jazz'],"['acoustic guitar' 'drum set' 'kick drum' 'double bass'
 'auxiliary percussion' 'vibraphone']",0fbf1536-60eb-4549-9673-cb8bedf4487c.wav,['A minor'],['112bpm' 'Standard'],7.628535747528076,8.175565719604492,5.802072525024414,7.71856689453125
83623d98-fdec-4a9f-b6aa-5291373a3fb4,all_instrument,KarimDouaidy_Hopscotch,cc-by-nc-sa,['world/folk'],"['acoustic guitar' 'doumbek' 'oud' 'darbuka' 'auxiliary percussion'
 'electric bass' 'piano' 'claps']",83623d98-fdec-4a9f-b6aa-5291373a3fb4.wav,['C minor'],['119bpm' 'Regular'],7.375322341918945,7.929168224334717,5.539669513702393,7.68889045715332
da672ef5-9e5c-4abd-813e-f8bdc0b24c18,all_instrument,KarimDouaidy_Yatora,cc-by-nc-sa,['world/folk'],['acoustic guitar' 'oud' 'auxiliary percussion' 'electric bass' 'piano'],da672ef5-9e5c-4abd-813e-f8bdc0b24c18.wav,['B minor'],['95bpm' 'Moderately slow'],7.616715908050537,7.74403190612793,3.8567068576812744,7.793479919433594
dad82f7f-963c-4f1f-ad4e-e41c67cd3e22,all_instrument,Katzn_CharlieKnox,cc-by-nc-sa,['classical'],['violin' 'cello' 'clarinet' 'auxiliary percussion' 'piano' 'main system'],dad82f7f-963c-4f1f-ad4e-e41c67cd3e22.wav,['Bb major'],['120bpm' 'Brisk and Lively'],6.986781120300293,7.353082180023193,4.816707611083984,7.492130279541016
b69ef3ab-4134-4dc5-9183-53f5154a9aed,all_instrument,LewisAndClarke_TheSilverSea,cc-by-nc-sa,['pop'],"['acoustic guitar' 'drum set' 'cello' 'cymbal' 'string section'
 'electric bass' 'electric piano' 'synthesizer']",b69ef3ab-4134-4dc5-9183-53f5154a9aed.wav,['D major'],['138bpm' 'Energetic'],6.694973468780518,6.276942729949951,5.751826763153076,6.2597455978393555
100f5931-316e-4e7b-a362-cc63e0ff985c,all_instrument,LittleTybee_TheAlchemist,cc-by-nc-sa,['rock'],"['acoustic guitar' 'drum set' 'violin' 'clean electric guitar'
 'electric bass' 'electric piano' 'distorted electric guitar']",100f5931-316e-4e7b-a362-cc63e0ff985c.wav,['D major'],['95bpm' 'Moderately slow'],7.610764980316162,7.794546604156494,6.002051830291748,7.709460735321045
dcad6565-79de-442e-b08c-85f7e21c6b4a,all_instrument,Lushlife_ToynbeeSuite,cc-by-nc-sa,['rap'],"['trumpet section' 'drum set' 'clean electric guitar' 'clarinet'
 'brass section' 'string section' 'drum machine' 'horn section'
 'electric bass' 'piano' 'claps' 'synthesizer' 'scratches'
 'fx/processed sound' 'glockenspiel']",dcad6565-79de-442e-b08c-85f7e21c6b4a.wav,['C major'],['79bpm' 'Calm'],6.920368194580078,7.206597805023193,5.600968360900879,7.160309791564941
e77e3528-5d6d-460e-89e8-9ff1e4739563,all_instrument,MatthewEntwistle_AnEveningWithOliver,cc-by-nc-sa,['classical'],"['cello' 'violin' 'bongo' 'double bass' 'french horn section' 'clarinet'
 'harp' 'violin section' 'flute' 'piano' 'viola' 'bassoon' 'oboe'
 'glockenspiel']",e77e3528-5d6d-460e-89e8-9ff1e4739563.wav,['D major'],['82bpm' 'Moderately slow'],6.501090049743652,7.452078819274902,4.621583938598633,7.4825968742370605
6f0c81ca-398e-489e-8759-2a567109e380,all_instrument,MatthewEntwistle_DontYouEver,cc-by-nc-sa,['jazz'],['drum set' 'double bass' 'brass section' 'violin section' 'piano'],6f0c81ca-398e-489e-8759-2a567109e380.wav,['G major'],['112bpm' 'Regular'],7.017645835876465,7.595268726348877,2.8876953125,7.251097202301025
cc9c7398-34bc-47cc-815e-081df650f0a3,all_instrument,MatthewEntwistle_FairerHopes,cc-by-nc-sa,['classical'],"['french horn' 'cymbal' 'double bass' 'harp' 'string section'
 'cello section' 'violin section' 'flute' 'piano' 'gong'
 'clarinet section' 'bass drum']",cc9c7398-34bc-47cc-815e-081df650f0a3.wav,['F# major'],['72bpm' 'Leisurely'],6.030609130859375,7.384914875030518,4.895110607147217,7.144375324249268
59cf97a3-b368-47cf-827a-e3658e7dc537,all_instrument,MatthewEntwistle_ImpressionsOfSaturn,cc-by-nc-sa,['classical'],['cello' 'violin' 'piano' 'viola' 'fx/processed sound'],59cf97a3-b368-47cf-827a-e3658e7dc537.wav,['E minor'],['91bpm' 'Comfortable'],6.186146259307861,6.807906627655029,4.820273399353027,6.9737772941589355
aae83dfb-bb31-418d-85e0-95c12158b52c,all_instrument,MatthewEntwistle_ReturnToVenezia,cc-by-nc-sa,['classical'],['piano' 'viola'],aae83dfb-bb31-418d-85e0-95c12158b52c.wav,['F# major'],['82bpm' 'Comfortable'],7.04421854019165,7.500229835510254,4.346863746643066,7.31155252456665
d5736496-b9bf-4ab4-9af9-4b0557fe0c46,all_instrument,MatthewEntwistle_TheArch,cc-by-nc-sa,['classical'],"['trumpet section' 'cymbal' 'french horn section' 'synthesizer' 'piccolo'
 'cello section' 'violin section' 'piano' 'viola section' 'flute section'
 'bamboo flute' 'gong' 'trombone section' 'fx/processed sound']",d5736496-b9bf-4ab4-9af9-4b0557fe0c46.wav,['A minor'],['140bpm' 'Energetic'],2.704651355743408,5.579158306121826,4.038270950317383,6.2383317947387695
5d81fa87-294c-4572-85aa-82c0e9c03eab,all_instrument,MatthewEntwistle_TheFlaxenField,cc-by-nc-sa,['classical'],['cello' 'piano' 'violin' 'clarinet'],5d81fa87-294c-4572-85aa-82c0e9c03eab.wav,['E major'],['104bpm' 'Moderate'],3.86080002784729,7.3988142013549805,2.343198299407959,7.3007731437683105
8794fe08-3fdb-48f0-b55e-2b7db031580b,all_instrument,Meaxic_TakeAStep,cc-by-nc-sa,['rock'],"['electric bass' 'drum set' 'clean electric guitar'
 'distorted electric guitar']",8794fe08-3fdb-48f0-b55e-2b7db031580b.wav,['C major'],['105bpm' 'Moderate'],6.934298992156982,7.460021018981934,6.022762775421143,7.600179195404053
b6de3084-7ca3-414b-806c-9d8a6cb5b0b0,all_instrument,Meaxic_YouListen,cc-by-nc-sa,['rock'],"['acoustic guitar' 'drum set' 'clean electric guitar' 'electric bass'
 'distorted electric guitar']",b6de3084-7ca3-414b-806c-9d8a6cb5b0b0.wav,['C minor'],['101bpm' 'Moderate'],6.934115886688232,7.4679999351501465,5.854310989379883,7.3874077796936035
c1c7ec79-4e31-43d9-8e6b-402fded521a7,all_instrument,SecretMountains_HighHorse,cc-by-nc-sa,['pop'],"['drum set' 'cymbal' 'clean electric guitar' 'electric bass' 'piano'
 'synthesizer' 'fx/processed sound']",c1c7ec79-4e31-43d9-8e6b-402fded521a7.wav,['A major'],['126bpm' 'Energetic'],7.275333404541016,7.725008964538574,5.818875312805176,7.661771297454834
9a4d14b9-c79b-4d0b-b858-847d360b8d81,all_instrument,SlowGhost_FirstSnow,cc-by-nc-sa,['jazz'],['electric bass' 'drum set' 'electric piano'],9a4d14b9-c79b-4d0b-b858-847d360b8d81.wav,['F major'],['142bpm' 'Energetic'],7.654354572296143,7.794287204742432,5.3536057472229,7.290345668792725
0267d505-8304-473d-bd99-4cd18883238f,all_instrument,SlowGhost_MidnightGroove,cc-by-nc-sa,['jazz'],['electric bass' 'drum set' 'electric piano'],0267d505-8304-473d-bd99-4cd18883238f.wav,['C minor'],['132bpm' 'Brisk and Lively'],7.370265960693359,7.684203624725342,5.242018699645996,7.034779071807861
684e56e6-a1bf-4395-b404-bfd6191a7c9d,all_instrument,SlowGhost_Peanut,cc-by-nc-sa,['jazz'],['electric bass' 'drum set' 'electric piano'],684e56e6-a1bf-4395-b404-bfd6191a7c9d.wav,['F# minor'],['112bpm' 'Moderate'],7.770936489105225,7.8659210205078125,5.321603775024414,7.2834014892578125
9aedc5eb-c9d6-4de9-83f1-bca32f6151d1,all_instrument,SlowGhost_YoureAMystery,cc-by-nc-sa,['jazz'],['electric bass' 'drum set' 'electric piano'],9aedc5eb-c9d6-4de9-83f1-bca32f6151d1.wav,['F minor'],['114bpm' 'Moderate'],7.850046634674072,8.079894065856934,5.644718647003174,7.680551052093506
28991e5b-ff5a-44cb-86c7-08eeb502d627,all_instrument,Snowmine_Curfews,cc-by-nc-sa,['pop'],"['drum set' 'clean electric guitar' 'sampler' 'auxiliary percussion'
 'electric bass' 'vibraphone' 'synthesizer' 'tack piano']",28991e5b-ff5a-44cb-86c7-08eeb502d627.wav,['A major'],['93bpm' 'Walking Speed'],5.560641288757324,6.172273635864258,6.048346519470215,5.494712829589844
1dfc4baf-3a27-48ba-bdbe-b1a6ec430fa2,all_instrument,StevenClark_Bounty,cc-by-nc-sa,['pop'],['drum set' 'clean electric guitar' 'electric bass' 'piano' 'synthesizer'],1dfc4baf-3a27-48ba-bdbe-b1a6ec430fa2.wav,['C# minor'],['94bpm' 'Natural'],6.167630195617676,6.828919887542725,5.001073360443115,6.602011203765869
67b13ebe-4f80-45c3-8b7d-326808390534,all_instrument,StrandOfOaks_Spacestation,cc-by-nc-sa,['pop'],"['drum set' 'auxiliary percussion' 'electric bass' 'piano' 'synthesizer'
 'tack piano']",67b13ebe-4f80-45c3-8b7d-326808390534.wav,['G major'],['85bpm' 'Moderately slow'],6.689964294433594,7.538827896118164,4.65723991394043,6.948904991149902
cfbc61f9-0cb8-47bc-b156-c948b0bb701d,all_instrument,Sweat_AlmostAlways,cc-by-nc-sa,['jazz'],"['drum set' 'clean electric guitar' 'synthesizer' 'tenor saxophone'
 'piano' 'main system']",cfbc61f9-0cb8-47bc-b156-c948b0bb701d.wav,['F minor'],['86bpm' 'Comfortable'],5.909898281097412,6.6788835525512695,5.328121185302734,6.629909515380859
9ab5c27e-bb58-48d0-b365-34f215e2d922,all_instrument,Sweat_Anecdoche,cc-by-nc-sa,['jazz'],['drum set' 'clean electric guitar' 'alto saxophone' 'piano' 'main system'],9ab5c27e-bb58-48d0-b365-34f215e2d922.wav,['F# minor'],['177bpm' 'Vibrantly Quick'],6.852896213531494,7.5333075523376465,6.48935079574585,7.02181339263916
257d887a-d31f-4b91-ace6-544c6ec0dd58,all_instrument,Sweat_Elegy,cc-by-nc-sa,['jazz'],"['drum set' 'clean electric guitar' 'tenor saxophone' 'piano'
 'main system']",257d887a-d31f-4b91-ace6-544c6ec0dd58.wav,['D minor'],['126bpm' 'Energetic'],6.140807151794434,6.605757713317871,5.608508586883545,6.712825298309326
05cea7bc-5266-4851-b515-47049b2e48e0,all_instrument,Sweat_Mesozoic,cc-by-nc-sa,['jazz'],"['drum set' 'clean electric guitar' 'synthesizer' 'tenor saxophone'
 'piano' 'main system']",05cea7bc-5266-4851-b515-47049b2e48e0.wav,['E minor'],['90bpm' 'Natural'],5.158003330230713,5.335917949676514,6.074939727783203,5.976302146911621
63f18657-c511-4b9e-bc5e-d03048646647,all_instrument,Sweat_Sn1572,cc-by-nc-sa,['jazz'],"['drum set' 'electric bass' 'electric piano' 'main system'
 'distorted electric guitar']",63f18657-c511-4b9e-bc5e-d03048646647.wav,['C major'],['107bpm' 'Moderate'],6.480098724365234,7.3798394203186035,6.191018581390381,6.664517402648926
fb7cf3b2-0906-45c2-9468-fdd984007563,all_instrument,Sweat_Tact,cc-by-nc-sa,['jazz'],"['drum set' 'clean electric guitar' 'tenor saxophone' 'piano'
 'main system']",fb7cf3b2-0906-45c2-9468-fdd984007563.wav,['D minor'],['82bpm' 'Moderately slow'],5.928066253662109,7.066752910614014,6.054418087005615,6.964192867279053
a6f550f3-e901-4ca5-9e93-b27bad5b00dc,all_instrument,SweetLights_YouLetMeDown,cc-by-nc-sa,['pop'],"['acoustic guitar' 'drum set' 'synthesizer' 'auxiliary percussion'
 'electric bass' 'piano' 'claps' 'tack piano' 'timpani']",a6f550f3-e901-4ca5-9e93-b27bad5b00dc.wav,['C major'],['106bpm' 'Moderate'],7.40565299987793,7.797158718109131,5.906076908111572,7.74904727935791
adab2bab-3719-43f3-aa32-bb54c86e00ea,all_instrument,TablaBreakbeatScience_Animoog,cc-by-nc-sa,['electronic/fusion'],"['drum machine' 'tabla' 'electric bass' 'fx/processed sound'
 'distorted electric guitar']",adab2bab-3719-43f3-aa32-bb54c86e00ea.wav,['F# major'],['119bpm' 'Standard'],5.576903343200684,6.976465225219727,5.159482955932617,7.34891414642334
0006d77f-b040-41c8-a37e-9400f04e655e,all_instrument,TablaBreakbeatScience_CaptainSky,cc-by-nc-sa,['electronic/fusion'],['electric bass' 'drum set' 'tabla'],0006d77f-b040-41c8-a37e-9400f04e655e.wav,['A minor'],['116bpm' 'Medium'],7.573302268981934,7.822065830230713,6.053238391876221,7.975089073181152
95a3afdf-6195-4bb8-84a3-f65c5aee5973,all_instrument,TablaBreakbeatScience_MiloVsMongo,cc-by-nc-sa,['electronic/fusion'],['drum set' 'mandolin' 'tabla' 'synthesizer' 'fx/processed sound'],95a3afdf-6195-4bb8-84a3-f65c5aee5973.wav,['D minor'],['120bpm' 'Upbeat'],5.094075679779053,6.294464111328125,6.276737213134766,5.936935901641846
578d186f-d400-4c1f-b229-2cc3f1e216a6,all_instrument,TablaBreakbeatScience_MoodyPlucks,cc-by-nc-sa,['electronic/fusion'],"['clean electric guitar' 'harp' 'drum machine' 'tabla' 'synthesizer'
 'fx/processed sound']",578d186f-d400-4c1f-b229-2cc3f1e216a6.wav,['A minor'],['99bpm' 'Moderately slow'],5.851874351501465,6.808361053466797,5.977485656738281,6.480530261993408
17ef0f5c-c038-4113-ade0-74b8be0b9566,all_instrument,TablaBreakbeatScience_PhaseTransition,cc-by-nc-sa,['electronic/fusion'],"['mandolin' 'drum machine' 'electric bass' 'tabla' 'synthesizer'
 'accordion' 'fx/processed sound']",17ef0f5c-c038-4113-ade0-74b8be0b9566.wav,['A minor'],['159bpm' 'Dynamic'],6.5048651695251465,6.233205795288086,6.025638580322266,6.386489391326904
74b43693-d141-4b8c-b1cc-05cd5b5523e5,all_instrument,TablaBreakbeatScience_RockSteady,cc-by-nc-sa,['electronic/fusion'],['accordion' 'mandolin' 'drum machine' 'tabla'],74b43693-d141-4b8c-b1cc-05cd5b5523e5.wav,['A minor'],['107bpm' 'Standard'],6.966315746307373,7.3555588722229,6.454934597015381,7.344970703125
c074d159-cd01-41a5-a02f-6122678db37b,all_instrument,TablaBreakbeatScience_Scorpio,cc-by-nc-sa,['electronic/fusion'],['drum machine' 'tabla' 'synthesizer' 'accordion' 'fx/processed sound'],c074d159-cd01-41a5-a02f-6122678db37b.wav,['G minor'],['114bpm' 'Medium'],6.5597100257873535,7.296923637390137,6.169984817504883,7.065654754638672
7fdabb36-b5c4-4991-bee2-a9f0c303c8ea,all_instrument,CatMartino_IPromise,cc-by-nc-sa,['electronic/fusion'],"['drum set' 'fx/processed sound' 'drum machine' 'synthesizer'
 'electronic organ']",7fdabb36-b5c4-4991-bee2-a9f0c303c8ea.wav,['Bb major'],['156bpm' 'Energetic'],4.700763702392578,6.246333122253418,5.109444618225098,6.038819789886475
